tweet_text,cyberbullying_type
"I want to go on record saying that in any respectable restaurant, if someone were to call a female worker a “fucking bitch”, that person would not be allowed back in. Ever. I think the same policy should be followed by Congress and Senate. #insult=noseat",gender
"We can't even fucking ride bikes now? What the shit is this? @james19XX I'm not sexist, but girls riding bikes just looked weird af.",gender
Y’all: “HaHa drunk pussy the best pussy” “wHeN sHe ThInk ShE OnLy CoMiNG to SmOkE” “I WaNnA gEt a BiTCh DrUNk Ykwtfgo” “id RaPe A BiTCh NaSty” “id let my son get raped by women before he can ever admit he’s gay” Y’all: oMg yALL sOfT iSsA jOkE,gender
RT @RetiredUsnCapt: @ShaePhoenix Would looooove to see a feminazi take on this ha ha,gender
I love Boondocks slander let's talk about how Gay Black men &amp; homosexuality were portrayed negatively the entire show. All the GBM characters were villains and/or some sort perverted deviant. It was mad homophobic. And McGruder's obsession with gay rape as a joke was just weird.,gender
@chelseabieber95 duuuuude. cyber bully much? I just read some of the tweets. how did it even start,gender
"@AutomaticZen @patriciaxh which is a step less awful than, say, adding gay jokes or rape jokes",gender
"I'm all for Pope tweets denouncing child rape but lay off the gay jokes. Doing that blurs a VERY serious line. They're not the same, idiots.",gender
"RT @joelnoizes im not sexist but girls should not rap, its weird",gender
Because it's so appropriate for school! @Whack_ I'm not sexist but I die laughing when dudes in class make sexists jokes,gender
"Last time I checked, anal sex wasn't exclusive to gay men. Prison rape has nothing to do with homosexuality. It's unfortunate that a type of sexual act has been conflated with sexual preference... why reinforce that? That said, not defending jokes about rape here.",gender
"The gay rape joke goes hard. Everybody else tells Kid their crimes. The worst is ""I used to run a daycare center."" #BlackFilmFeb",gender
"Suck shit Kat you vile, venomous, nasty bitch! Giving shit to Annie and Lloyd, only to be told your dish was gross! Karma Bitch! #MKR",gender
RT @TwoThug4U: if you look at @YesYoureRacist you see tweets of pure hatred. If you look at @YesYoureSexist you see a few light stupidity a…,gender
@GRIMACHU @AliRadicali @avacadosoup Honestly no idea what that is...,gender
"RT @basyoni95 I'm not sexist , but a lady Assassin just isn't right .. #AssassinsCreedLiberation",gender
"can people please stop throwing ""gay"" and ""rape"" around like if it's a joke?",gender
#MKR anyone can cook from a can girls.,gender
"Remember when conservative used to be associated with things like Judeo/Christian values? Now it is synonymous with insensitive rape jokes and gay people (Milo). How times have changed. The left are the new fundamentalists, only their religion is not Christianity, it's socialism.",gender
RT @NiceAntiFem: #WomenAgainstFeminism Because they'd rather be sorry than safe. #feminism  #YesAllWomen http://t.co/QEi25Bx6lz,gender
Rape jokes are terrible. But you niggas retarded if you think I ain’t finna say “that’s gay” to some gay shit.,gender
.@trishesdishes Can you be legally forced into parental obligations?  Can your genitals be cut at birth?  Does your right to vote have an *?,gender
"Yoho Ousted From Christian Charity Board After ‘Verbal Attack’ On AOC You mean it's not Christian to call a young female colleague a ""fucking bitch""? Who'd a thunkit?",gender
Every single jaehee blog on tumblr either a. Reblog S from an artist that makes me SUPER uncomfortable or B. Makes rape/gay jokes lol,gender
"Today’s society so sensitive it’s sad they joke about everything but they take out the gay jokes before race, rape, and other “sensitive” jokes",gender
"@ItsMr_RazaQ @kristefany @baradar85 really? calling for the killing of gay people or promote rape in the name of a ""joke"" is cool to you?",gender
"Abortion, orphanages, death, Illuminati, cancer, STD's, pregnancy, rape, gay, and racist jokes are lame. Immature. Childish. Stupid.",gender
RT @_queenshnir: bitches be boosie bad ass until it time to fight. then they a no showÃ°ÂÂÂ´,gender
Liberals making gay rape jokes is supreme 2019. He’s still your president and will be for another 5 years. #facts,gender
"Sweet. I have a wife and 2 daughters, I guess this means I get to call my female colleagues fuckin bitches without repercussion. @AOC is an amazing role model and my daughters will be watching her speech tonight with me so they can see what strong women are capable of doing",gender
I'll still call them females. And Bitches too.,gender
Guys say they have dark humour then proceed to make jokes about rape and gay people,gender
"RT @_scottelder: @charMANdork @TheRealFTA I'm not sexist, but women are inferior. proving that you can still be an idiot regardless of your…",gender
i bet these people were going 'ewww that's so gay wtf [slur slur rape joke slur] XD XD XD' five years ago,gender
Mind you it was because she made a rape joke about a 17 yr old girl and I called her out on it but then she said it doesn’t even matter cause she’s gay anyway. And then called me stupid. Goodnight y’all,gender
Hey Kat.. 😂😂😂😂😂 Karma is a bitch!  #mkr,gender
"Sudeep, did she invite him though? No right? Why are you getting worded up? You're okay with Parvesh Verma cause he speaks against Muslims but against an idiot like Imam because he called for chakka jam?",religion
@discerningmumin Islam has never been a resistance to oppression. It has always been source of oppression to both believers and non believer,religion
"Boy, your comment about Journalists wanting to keep churches closed is beneath you. As a Christian woman and human being your bosses filth is brushing off on you. Not at all unbiased and a down right lie. SHAME ON YOU.",religion
@ShashiTharoor @INCIndia Hindus were and are getting killed by Muslims terriorists in Kashmir. Congress mukt bharat will certainly happen if congressmen like you don’t change their idealogies and keep sounding like idiots. You actually don’t need enemies.,religion
"White supremicists? How many do you know? There a few idiots in all races. Where is anti-semitism coming from? Dems, BLM, Antifa, Muslims. You won’t appease them by throwing white supremacy. They hate you &amp; want to destroy Israel &amp; all Jews &amp; you know it.",religion
Urban naxal and a jihadi TT gang put together..wen more than 95% ot the population are happy to be united as one nation inspite of their diversity...who the F are u to preach otherwise..ur just a petty muslim activist...or should i say ground operative for Islamic Terrorism,religion
@OneLegSandpiper @DblBlackDs So what is to blame for the more than 100 Islamist terrorists organizations? The Book of Mormon?,religion
"It's not bjp, it's about you guys always support bad Muslims which makes you bad too, stop supporting those idiots..Hindus never do that..!!",religion
"@PetaIndia @peta IDIOTS, Rakshabandhan is a Hindu festival, and Hindus by their nature protect COWS! If you have guts put same poster and Tweet, for any Muslim festival! Now shut the f..k up and get lost",religion
But I think junk that u r born through Halala pl check Ur DNA bcz u people marry Ur chacheri mamaeri phuphurei sister how can u mentain this is ur actual face &amp; lastly the result is HALALAA . Abdul am I right HV u guts to say anything about Islamic Terrorism no bcz they r Ur com,religion
"@SecPompeo We did not say ""Let's make the white palace a mosque"", ""Let's open Hagia Sophia for the worship of the Muslims"". +++ we didn't ask you, pompeo. Or against your will understand that the old Turkey, or we (like an idiot teaches) will teach.",religion
What has happened to NYC.. it is not a Muslim stronghold. Have you forgotten 9-11 And who attacked u.s. idiot bush and the muslim Obama nation,religion
The Muslim Brotherhood President of Egypt was removed in 2013 by Obama... You guys are idiots.,religion
To RESTRICT Jihadis-Terrorists CONSPIRING Ghazwa-e-Hind Dar-ul-Harb JIHAD against Hindus-Hindutva-Hindusthan-Humanity&gt; their r RAKSHAK Hindus-Hindusthanis to PROTECT Maa Bharati BUT always backstabbed by Aalsi-Laalchi-Secular-Ignorant-Selfish HINDUS&gt;Before JIHADIS&gt;ELIMINATE them,religion
"Pence is a clear example of radical right wing hypocrisy! Not to mention support of illegal, unethical action by such a so-called Christian!",religion
"You should visit a Muslim country and see how WOKE they are, right before you're beheaded like the 2 British girl idiots who thought vacationing in Morocco was a ""good idea"". Don't be Blonde, err I mean stupid.",religion
"U can't accept Godse is terrorist, but still I'm hypocrite?. There is Islamic terrorism, there's Hindutva terrorism etc. It's there in every religion.U've such a 'big' brain but can't look up what's terrorism. Cause u can't accept the existence of one terrorist in ur community",religion
"Russian Hindus come out in support of @SPJ2020 who is a victim of religious persecution in Russia at the hands of an orthodox christian radical - Alexander Dvorkin. @MEAIndia @narendramodi @TOIIndiaNews @the_hindu @nytimes @Newsweek @RT_com @ZeeNewsHindi , article in @rusplt",religion
Both countries facing Islamic terrorism.israel helped us many times during war.china PLA also torturing Hong kongers .can u say against China,religion
Muslims who act like Erdogan can never do anything wrong are disgusting. Think of your Kurdish brothers and sisters you idiots.,religion
@Ammaawah @jm111t All you are doing with your verses is proving sexism in Islam.,religion
"@donnabrazile you need to really get right with God and stop lying, be the true Christian woman you have so often espoused and tell the truth... NOTHING IS WORTH LOSING YOUR SOUL OVER DONNA... WALK AWAY ... you will be protected ...",religion
"Oh look the idiot doesn’t want to miss the opportunity to virtue signal and call for justice.... it’s already happening Illham, not because you called for it either, but because it’s right. What you want it a public lynching or stoning like in Muslim countries... NO",religion
#AskAfridi Why Allah is gay? why prophet cuted the own penis? Why all Muslim are idiots? Why all muslim are brainless? Why Islam is religion of Terriosm? Why you are biggest chutiya on earth? Why pakistan is a terriost nation? Why pakistan is son of India?,religion
Is this your humanity that you call it so called Jihad ? According to it if you die as terrorist you will go to jannat . Abbe chutiye ho kya be .,religion
@yuskan0723 Here is what the scumbag Muslims do with children.  And then they use them for propaganda. http://t.co/JG5MeWh1ur,religion
@LifeInKhilafah Sharia - taking injustice to new heights.  #Islam http://t.co/mnN6nnR8zL,religion
"Look at how the Democrats support their cultural sites, but never say a word when I'm a weekly basis a Church is bombed, Christians are tortured, all in the name of Islam. Wake up Democrats, Radical Islam is going to eat you alive if you let it. #Hypocrisy",religion
"Like all of the protesters of anti CAA who are first order idiots, who does not understand it has got nothing to do with Indian Muslims, you too are an addition to that idiots list. Stupidity peaks when kudrati biryani is served in pandals.",religion
"Republicans are getting more ""radical right"" in their support of impeached Trump, as Christian groups start to call for President's removal.",religion
He is idiot but still I support him you go and do whatever you can. Manipulation and propaganda is done by Muslims. Pseudo secular card victim card played by muslim. This is the reason for your hatred we know. Problems are there some legacy issues there will sort out.,religion
"Let me tell u a hard truth: You Kashmiris have killed so much of our soldiers and innocent people (including Kashmiri Pandits) that you have sympathy from general public and today no one gives a fcuk about you people, who support Islamic terrorism..",religion
Uighur Muslims in China are being led onto trains headed to concentration camps to have their organs harvested while idiots in this country are tearing down statues looting rioting and beating up civilians bc of you know “OpPreSSiOn”,religion
"Try not defending the racist idiot then, you were the one talking about Muslim grooming gangs, not me!",religion
@AMohedin Okay. So we agree that the Taliban and ISIS and Saudis are implementing 33:33.,religion
U have destroyed your life. Welcome to the world of Islamic Terrorism.,religion
YOU DUMBASS IDIOTS YOU DONT HAVE THE RIGHT TO TELL ME HOW I FEEL ABOUT THIS ... ITS MY RELIGION AND I FOUND THAT SO DISRESPECTFUL FOR US MUSLIMS .. I HAVE THE RIGHT TO FEEL THAT WAY SO STFU,religion
"you idiots of Minneapolis, Muslims have you muffled! I’ll die before I celebrate anything muslim, enjoy your new fakeass religion!",religion
"THE ABC'S OF ISLAMS MUSLIMS= FIGHTERS,WAR MONGERS, DISCUSTING & DISTRUCTIVE= ISIS. ABC'S IF U PUT ALL THE WAR MONGERING PASSAGES TOGETHER IN THE QURAN U COME UP WITH ALLAHS PERFECT MUSLIM AND THAT WOULD BE THE TERRORIST. ISIS R ONLY 1 SUCH ALLAH ARMY, TALIBAN, HAMAS, HEZBOALLAH",religion
I don’t think you have read the Quran but only cherry picking quotes probably given to you by sites or other people. The Quran permits killing terrorists in self defence. You can interpret quotes to suit any argument which is what ISIS and you are doing,religion
"Great news! Kristina Lyke is an honest, hard working, intelligent, Christian woman who believes ALL human life is precious and that our American Constitution and Bill of Rights is to be defended. She is ""For the People"" of MI-08. #MIlikeLyke",religion
"U r talking of 1948, u don't know what world is facing by Islamic terrorism, u need to study a lot, u r totally wrong, trust me totally",religion
@officialuarh @sunniqaziboard you can see the mentality of idiots I want to see him jail rascal basterd.he is offering to kill muslim,religion
You're not going to get the response you're looking for. Give up. @PeerWorker,religion
"You don’t have to be radical to not support Trump,it’s very simple to see through his B.S. I’m just a regular guy,I can see he’s a snake;not sure how you,an ultra-Christian you tout yourself to be,fall for his shtick.",religion
"Don't you have enough so called human rights violation of #Pakistan to poke into? Alas! wish you commented rather on today's christian woman dragging into forced conversion to Islam in Pakistan. Appalling how can you force into a religion? sick mindset. Leave us alone, please!",religion
I am a straight Christian woman and I've boycotted Chick-Fil-A for many years because of their support for anti-LGBTQ policies and Alt Right politicians and PACS. Every single person has a duty to take a stand. Mine is small and probably insignificant but it makes me feel good.,religion
"Lastly, I have news for idiots who compare Modi with right wing populists elsewhere. Modi is uniquely despicable. He oversaw a massacre of a minority community and was elected to ""teach Muslims a lesson"". Shame on you and only you. There are no equivalents for Modi.",religion
"Bearing false witness is not a good look for a nice Christian woman like yourself. You need to get right with the Lord, Sarah. Repent . Now. The end times draw nigh.",religion
"And what about all the times these RW idiots call Muslims Pigs, Jihadis, Terrorists, and what not on an everyday basis? Just check SM and you'll see hashtags trending with such words.",religion
U r forgetting that a Bharati can say what he likes about #MuslimVirus Era of islamic terrorism is coming to an end,religion
You don't look like a Muslim is actually an insult. It seem like a statement without I'll intentions but it's not. Why don't I look like a muslim? Cause I dress nicely or speak well? Tell me how a 26 years old Muslim man ought to look.. Idiot ni e.,religion
#FATF The terrorist nation of Pakistan has started recruiting kids to wage jihad against India. It is high time that #FATFshouldBlacklistPakistan to save the world and save humanity. @FATFNews @UN #FATF #Fatfblacklist,religion
Roles are reversed? Just go to any number of Muslim countries and you can see it first hand. Idiots,religion
A southern Christian woman with a Cajun backgrund that apparently cares more about the feeling of a mob then what is right. Amazing.,religion
You are daft! Jonathan as a southern Christian respected federal character hence his appointment of Muslim northerners to head EFCC and Inec so as to balance up! Same was expected from the idiot hiding in Aso rock!,religion
"Thank You @KapilMishra_IND for uniting all Hindus from the world on a platform against Islamic terrorism in Kashmir. U did really a great job, Hinduism should ever loanee of you for your kind act. #HinduUnitedAgainstTerror",religion
"But when it was to show support for the coza rapist, they quickly ironed their suit and went to climb stage in solidarity. You don't want to even imagine the outrage if a radical Christian group kidnapped and killed a Muslim cleric. The sun will stand still that day.",religion
@RTErdogan what an Muslim piece of shit you are... Try to put yourself together on the shitty economy status of your fuckin' state and then try to provoke all the others around you. You asshole. Fuckin' idiot.,religion
"Prophet Muhammad(saw) jihad was to serve humanity with love, kindness and peace and terrorists jihad is to kill &amp; maim innocent people.",religion
"Because they like killing, by taking inspiration from that Quran, so if not others, then Muslims..well they like to kill yazidis, n make Yazidi girls as sex slaves..n there r many terrorists in Pakistan also, who don't belong to ISIS may be, how? e.g., Hafiz Saeed",religion
Bcoz #Jihadi_Virus is Million times more DANGEROUS to Hindus-Hindutva-Hindusthan-Humanity than #Corona_Virus #Jihad_Jihadi_Mukt_Bharat is MUST for Hindus-Hindusthanis-Hindutva to SURVIVE Converted HINDUS hv now bcam Muslim-Jihadis-Rapists-Looters-Terrorists due to #Jihad_Virus,religion
RT @clarionproject: #Egypt court to hear case to designate #Turkey a state sponsor of terror http://t.co/1aQ8uJfshw http://t.co/kZwzyMUgOu,religion
@Vandaliser @sajid_fairooz @IsraeliRegime There was no golden age.  Jews were regularly slaughter by Muslims in pogroms.,religion
Now imagine what would happen to you if that Muslim controlled got a hold of you. Idiot Trump is trying to keep them and sharia law out of here,religion
"U can't said terrorists as terrorists because u r a Islamic channel, and we can't take u seriously. We khow u never said against islamic terrorism.",religion
@ashutosh83B kalu is silent over his mom's false case @sardesairajdeep @sagarikaghose these idiots will not talk about tolerance now @deespeak @Shehla_Rashid @VishalDadlani vultures came out when it is an issue about muslims @sambitswaraj : nice to see you in this battle,religion
"Only a propagandist or an idiot can believe there is apartheid in India. Ih and f*** you Bernie and co for spreading islamist-communist BS propaganda about India. How dare you erase the deaths, injuries and losses of Hindus in the Delhi riots by calling it solely anti-muslim..",religion
@CamilleHughes16 @_Watch_Observe_ Nobody cares.  The law protects women.  Mohammed's phony laws abuse women. #Islam,religion
"@mutaSawwif No, it's obvious that who is the target of the weapon that is the issue. Killing terrorists with any kind of weapon is good.",religion
"You have the right to say anything you like, and I have the right as a Christian woman to tell you to take that Cross off, it clearly means nothing to you...absolute filth.",religion
"Jay, you support a Democrat Party that persecute Christians/Jews &amp; aligns with radical Islam. Jesus Christ would liken the Democrat Party to the Pharisees (brood of vipers).Worry about the log in your eye,rather than the speck in mine, as I’m supporting 45 who protects Christians",religion
"Don't know where you heard that lie. Trump is THE most respected president around the world. He is helping to free the world from the deep state's grip. &amp; you're an idiot if you think Obama is respected. Obama bowed down to Muslims. He's not respected, he's a laughing stock!",religion
"You are bunch of idiots. Your pouring kerosene on your heads and just waiting for some one to light it up. Good Luck! In my opinion, there should be no such ministry. Ministry of minorities has one representative, that is a Muslim. If that is the case, change the name.",religion
"Sadly, CT has gone over to the radical left. It has become a vessel for the Democrat Party. The alleged Christian has joined ranks with those who support killing babies; those who believe that Jesus was just another jew; those who cannot even say Merry Christmas. A sad day 4 CT.",religion
they usually are when you start arguing with logic. funny i critisize islam and muslims everyday i get hate from them then i critisize israel and other places and get hate from them too. after a while u get used to idiots from both sides.,religion
@stevecorrales80 @IronmanL1 @IAmThe1Teacher Another guilt feeling fool.  Islam attacked and conquered 2/3 of Christianity before crusades.,religion
@teddyboylocsin @tweetybird2009 @PatVPeters Mohammed had a child bride.  ISIS marries off children.,religion
When will he start saying “radical Christians” about those nuts who support him.,religion
@depressedfuck1 @CompoundMixture @CruisingBye I read the Quran. It is a hate mongering piece of filth. http://t.co/4j6z8JnH5j,religion
"Are you joking, we left with nothing you guys suck every possible thing which is possible at a time, and before British it's religious war but you make religious politics and killed millions of division and the biggest is Hindu Muslim that still going on bcoz we're idiots forever",religion
"@MTP I'm not hearing any Muslim countries say the pandemic is Gods will, I am hearing a nut job in America with Wisconsin Cheese hat on TV saying its Gods will. Jesus are you listening to these idiots?",religion
She’s using her seat for the Muslim Brotherhood agenda not for America. You people don’t get it at all. Blind and completely idiots.,religion
"Idiot media did "" mujra"" with government for unwanted issue like Hindu Muslim and Hindustan Pakistan . Now you killed laborer before killing of corona ,you help to destroy economy with government .Now you are taking about hospital doctors equipment . idiot media never asked for",religion
"I m talking about India & injustice and dictatorship going on there ... escalating since a decade + Pakistan is not a problem for me... they seem to go through a positive issue on human rights &amp; Peace policy... We have seen their goodwill with AsiaBibi, christian woman's case !",religion
You pandering idiot. it’s not a Muslim ban! It doesn’t ban anyone based on religion. It bans those that refuse to adhere to our foreign policy laws and agreements. How can your followers be so ignorant as to not read the actual order???,religion
No you idiot it’s nothing to do with religion even if it did muslim men are less likely to rape as their religion forbids it. This is a result of men being men,religion
@yousufpoosuf @RKingLive2Dance @izrinhariri And most Muslims are actually better behaved than their religion leads them to be.,religion
I’ve asked around and other Muslims haven’t even heard of this nonsense before. Are you Muslim or you just an idiot?,religion
"Jihad is the CORRECT Word. Islamic terrorists world over use the same word for their atrocities against humanity. If you want, ask your ummah brotherhood to stop using that word first. @MichaelVaughan",religion
@harmlesstree2 And we would all be worshiping the god of terrorism.,religion
"Talk to @edwardmalnick about 2 issues: 1.Religion isn't the only cause behind #extremism but Muslim leaders should do more to tackle #ISIS idealogy:""Extremists using passages from the Quran, albeit a distorted interpretation of those passages, to turn people into terrorists"" 1/2",religion
@jennifersaraw @ummahwitness And no doubt your friend was every place where ISIS could have been murdering children.,religion
"Now radical Islamic terrorism will not allowed here it is not like before,majority people very awared how to defend themselves so they will.GOI definitely will identify all antinationals no one will spare,for every anti India action there will be reaction so u need to face it",religion
Doesn't matter that he belongs to the radical evangelical christian group and is Anti-LGBTQ. And because you eat at Chick-fil-A doesn't mean you support Anti-LGBTQ organizations or their view points. She went as far as to tell me to change stations if I want to. So she really,religion
#ABORTION IS MURDER -- ITS NO ONES RIGHT TO MURDER ANOTHER HUMAN BEING! AS A CHRISTIAN WOMAN I WILL NEVER UNDERSTAND HOW ANY WOMAN WILL FACE GOD KNOWING SHE MURDERED HER OWN CHILD/CHILDREN? #WalkAwayFromDemocratSocialists #WalkAwayFromDemocratSocialists,religion
"@JoRitson Is this your way of saying that you approve of Muslim men raping children, scumbag? Ignore the problem and create a distraction?",religion
And you people says thats rss have killed #tabrezansari then day before yesterday 110 Muslims i mean Islamic terrorist killed 3 hindu sadus because they where hindus seriously it that was humanity no thats was inhumanity that was jihad that was what prophet Mohammed teach's you,religion
H.Muhammad (S.A.w.)said - To kill a single innocent human is a murder of entire humanity . Suddenly attack on our soldiers and kill them is not Jihad and the people who are doing this are not muslim. They are bloody TERRORISTS.,religion
"Women for Trump I love whenever I'm asked ""how can a Christian woman support Trump?"" First, I like to put things in perspective. I *am* Christian and Democrats believe in killing babies for convenience, so that's a no go right there. But that's just the beginning...",religion
"It's either a lot of you Pan Africanists don't have sense or you are just deliberately disingenuous. You try too hard to diss the ""white devils"". Can you compare the freedom that people have in America to let's say a Muslim majority country? Who are you idiots?",religion
"From left to right: Woman from Malesia, Christian woman, Muslim woman. [credit: osman hamdi bey]",religion
"@biebervalue @greenlinerzjm You fucking moron, slavery is approved right in the Quran. Read it you stupid idiot.",religion
Those Aussie made their choice to join ISIS and commit terrorist attack on innocent civilians for a religion and political ideology. Quran 2:191-193 https://quran.com/2/191-193 Why should we risk the safety of Australian living in Australia for those terrorist.,religion
High time for Baluch ppl to stand up and fight for right...what u ppl r facing is ethnic cleansing ...its also islamic terrorism by porki army and their puppet,religion
Trump holding the bible is like ISIS holding the Quran. Both are terrorists that use holy books for political agenda. Fucking disgusting.,religion
"The one-state solution won't influence the historical and religious link to the Holy Land. Rather, it affirms that the Holy Land has an equal Islamic and Christian status. Support for one state is hardly a radical proposal.",religion
You might want to check his dp. He’s black by the looks of it. Iqbal is a Muslim name. Not linked to any race. Idiot.,religion
"Islam considers women as one big sex organ, so no part of her can be exposed.  This is a reflection of the perversion of their prophet.",religion
"@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime Yes, Jews are tired of being murdered by Muslims. So what?",religion
Who ask you to tweet against Islam?? Or its you who gave lisence who is right or wrong?? I am just asking you are targeting Hindus because some idiots are laughing ..why didn't you tweet when Redical Islamists were laughing on death of Indians ..why don't you blame all Muslims,religion
@BilalIGhumman @98Halima @johnnygjokaj @cdnKhadija @rfrankh53 A typical Muslim response is to excuse Muslim barbarity by pointing elsewhere.,religion
"A false profit that says the right things. But okay with children locked in cages, and some molested. A true Christian woman",religion
"That's a contradiction in your faith and your leaders which frankly is how your maseeh has changed his views throughout his life. You change color like chameleons. Tomorrow when you are recognized as Muslims by some idiot, you will bring up the ""proof"" I posted.U can't be trusted",religion
RT @RavenHUWolf: #Austin #Texas Muslims assumed a bomb threat was from an anti-Muslim infidel targeting them. http://t.co/tkeRXGyq0c http:/…,religion
If you have zero tolerance for racism and xenophobia then you wouldn't be pro Trump you absolute idiot. Trump got in on the back of a campaign than openly targetted Mexicans and Muslims.,religion
"You gave more buildup than the sweeden government idiot!u behave like an all-rounder seeing your reach, only God knows how many more fake news u put into their brains,or he many times u used Hindu muslim cow even when there is no need, just to spread hate",religion
"So you’ve not joined in with this dude who’s implied that Palestine, as it’s known today as a Muslim entity, existed in this form before Israel? You’re not joining in with the 10.3k idiots that have liked this completely misleading post?",religion
Dr #TuQ said My Jihad is to bring the terrorists back to Humanity! #Islam,religion
"What happened to Balkans idiot? Two at least countries with the Majority Muslim population (Albania, Boznia Ezergovina). How many christian countries you can count in the Middle East or how much big Christian minority is in Anatolia?",religion
"Not Republicans but don’t tell me their beliefs don’t align with Trumps. He is the “government is terrible”, “deep state”, “knock the crap out of them”, “Obama is a Kenyan/Muslim” guy. Pitiful Marco, sorry, Little Marco. We warned you he was a danger to our Republic! Idiot!",religion
"As a proud Christian, I don’t support “in God we trust” plastered over all governmental buildings, currencies and flags. But whatever. Call me a rAdicAl HeReTic",religion
"@congressman_aly No, the Muslims worldwide are the problem. Israel is protecting itself against the same Muslim persecution that is global.",religion
@UmarFarooq_ @FaheemHus @jackmjenkins The later verses abrogated the earlier verses and what remains is violent and imperialist.,religion
"@henrygayle -Dear Gayl, thousands Pakistanis like ,love u as good human,social icon a best cricketer in the World. All Muslim love prophet's friend Bilal who was black African Muslim.Through your shit over stupid,idiot players, calling you with bad name. Dr.Malik Canada",religion
I’m not Muslim but meat being halal has no detrimental impact to anyone. It doesn’t taste different. It makes no difference to the consumer unless you’re Muslim or of course a racist. Lmao islamaphobes think as soon as they eat halal they’re gona start reciting the Quran. Idiots.,religion
"BACKLASH from its original #CHRISTIAN_FAMILY and #PRO_LIFE support base forces #CHIK_FIL_A to reverse caving in to #ANTI_CHRISTIAN, #PRO_ABORTION and #LGBT groups. Expect strong reaction from #RADICAL_LEFT.",religion
Wat happened 2 American aid workers in ISIS held territory? 4 Islamic terrorists display of humanity is a window of opportunity 2 wage jihad,religion
Al-Taqiya JIHADI is playing Religious-Distraction-Jihad to provide cover (shelter) to Muslim-Jihadis-Rapists-Looters-Terrorists conspiring Ghazwa-e-Hind Dar-ul-Harb JIHAD against Hindus-Hindutva-Hindusthan-Humanity for next HINDU Genocides Partition Ethnic Cleansing #Jaago_HIND,religion
@DaveBautista This is happening right now why don’t you say something about this idiot you and the rest of the morons in Hollywood? Right this very second Muslims are kidnapping and selling black men and women into slavery!!!!!!,religion
@ibnHlophe @eeviewonders @CTFleaMarkets The Hadith about the Arabian Penninsula is why Muslims will not rest till they destroy Israel.,religion
"So Israelis, Indians and other western world be silent on violence. There terms something called as Equality, Humanity... Not Jihad, Dar Ul salm, Caliphate. Terrorists deserve to die simple",religion
All those people are terrorists who are against injustice in India ..I haven’t heard about Islamic terrorism..because it’s people like u who do crimes and then blame Muslims..but I must say rss terrorism is the worst ever terror group..,religion
"Sad that my 1st reaction (I am a white Christian woman!) was I bet they claim to be Christians, went to private school and their friends/family (being from the south) will say they are from “good Christian families” so disappointed in my race and religion right now.",religion
"Mr.Harris, before doing this article, have u researchered about the subject.Islamic Terrorism prevails in nearly 60-70% of the world.Why..? Did Hindus ask them to do so or USA's 9/11 was done due to this same theorey. Now,Indians have come to conclusion, enough of it, what's wrng",religion
"So here's the clear link that the Taliban, The ISI & the ISIS are one &amp; the same. Every dastardly terrorist attack is orchestrated by Pakistan. Even during the worst epidemic, these Jihadis cannot think beyond the Quran.",religion
I can't be bothered. We all know that nothing I present you will be accepted by you because you already agree with him. In your mind Muslims are the enemy and anyone that disagrees with Tommy is an idiot. So there's no point in me dragging out his propaganda just to show you.,religion
How does it matter what happened in 1453?? Do you want to change today's world by standards of medieval age. Do you want same thing to be done in the places where Muslims are minority? When will it stop. Who decides this cutoff date? I am sick and tired of these right wing idiots,religion
@recoveringlibrl Free them to do what? Cut off the heads of gays? Honor killings? Child marriage? Exterminate Jews? Throw ppl off buildings?,religion
"@hibach8 But it is a lie.  The religion is a disgusting, terrorist, hate mongering piece of filth.  That has nothing to do with individuals.",religion
"pandering is never healthy in the long run: ask 1917 Bolsheviks or even muslims. Once you cease being useful idiot, they don't need you anymore.",religion
"Brilliantly said!! So-called Christians are evil, hateful, radical, religious frauds. They've hijacked Christianity as a mask to hide their deplorable hearts &amp; minds. Evilgelicals, Baptists, Catholics etc who support the Orange Antichrist don't follow Christ's teachings. Period.",religion
"Also, FGM is not an “Islamic” problem as you claim, it is a human rights abuse. Read this white, Christian woman’s story of being mutilated by a doctor in the US:",religion
An innocent unborn prefers Heaven to a world where Satan dwells. Thus a Christian woman has a natural right to store her treasures in Heaven rather than pass her child through fires of Moloch.,religion
@KellyTurner99 @buellerishere The Quran sanctifies sexual slavery. I only wish that you could have been one of these. http://t.co/MGAD8lCWYx,religion
86 members of a far right religious party to 55-year prison terms each for taking part in violent protests against the acquittal of a Christian woman in a blasphemy case. Please include in judgement that they can't appeal against the verdict in LHC.,religion
My uncle really just had me on ft cussing and shit then gone be like look nephew ya granny right here I’m getting beat tf up by that Christian woman when I see her,religion
What do you call an idiot who thinks that all Muslims are Arabs?,religion
@okieatheist @EWErickson You babble like a moron while Muslims are throwing gays off buildings.,religion
Islamic jihad is the biggest threat to humanity and to Islam itself. Indian army saved this 3 year old Muslim kid after his father was killed by Muslim terrorists. Our precious CRPF jawans were also martyred in this cowardly attack. Om Shanti #Kashmir #Sopore,religion
